rev_util,age,debt_ratio,monthly_inc,open_credit,real_estate,late,inc_per_dep,relationship_status,dlq_2yrs
0.0,0.11940298507462686,0.4263905145761438,1.0,0.6,1.0,0.0,1.0,0.0,1
0.925216534,0.22388059701492538,0.7707057849328703,0.2738812128021911,0.9,0.2,0.67,0.12687878196369315,0.5,1
0.317872851,0.3283582089552239,0.06195194648419139,0.18961007040151687,0.15,0.0,1.0,0.03764535289032654,1.0,1
0.094817299,0.4626865671641791,0.13671655564265003,0.8075984480064607,0.45,0.2,0.0,0.5611946125317196,0.25,0
0.766274161,0.208955223880597,0.13500298106706052,0.4644744465317158,0.4,0.0,0.33,0.6455202030060512,0.0,0
0.9999999,0.6716417910447762,0.15809519415689216,0.6963605400375709,0.15,0.4,0.0,0.4838961545969159,0.25,1
0.9999999,0.7761194029850746,0.22448836389959018,0.5404589265963237,0.2,0.2,0.33,0.7511223892250635,0.0,0
0.962557636,0.4626865671641791,0.5465909037944757,0.5420741234923366,0.5,0.4,0.33,0.37668358383759515,0.25,1
0.441673867,0.6567164179104478,0.21716824728642428,0.36046981161888375,0.45,0.0,1.0,0.5009759906304899,0.0,1
0.970490243,0.5970149253731343,0.6396220424845358,0.2884882108183079,0.45,0.6,0.0,0.20046847550263516,0.25,0
0.014174482,0.7910447761194029,0.03405418335658946,0.2287259256658298,0.45,0.0,0.0,0.1589400741752879,0.25,0
0.0,0.05970149253731343,0.3150535460208324,0.10533892800084271,0.1,0.0,1.0,0.1463985945734921,0.0,0
0.045545449,0.5074626865671642,0.14145503001898274,0.30197159360241577,0.3,0.0,0.33,0.41967597111067734,0.0,0
0.010841654780000001,0.5522388059701493,0.004988215878734815,0.40962797801927703,0.2,0.0,1.0,0.5692953347647862,0.0,1
0.043191362,0.11940298507462686,0.06363006936692704,0.154497094401236,0.25,0.0,0.0,0.2147179387077884,0.0,0
0.290530459,0.2835820895522388,0.46952741291151695,0.39207149001913655,0.35,0.4,0.0,0.5448955690025375,0.0,0
0.419186106,0.3582089552238806,0.5346891139973396,0.5337172352042697,0.65,0.2,0.0,0.24725095972411995,0.5,1
0.402106526,0.43283582089552236,0.22940058458264137,0.483505679523868,0.7,0.4,0.0,0.6719695490923288,0.0,0
0.023879373,0.5671641791044776,0.38694848783145536,0.22472304640179777,0.4,0.2,0.33,0.15615850087839156,0.25,0
0.509543935,0.43283582089552236,0.27709011305083486,0.8368124440386945,0.55,0.6,0.67,0.38766347843060706,0.5,1
0.955505562,0.5522388059701493,0.06395151090185577,0.5391948594603135,0.1,0.0,0.0,0.10705222944145451,1.0,0
0.750883545,0.417910447761194,0.0948443023027358,0.45646868800365176,0.4,0.6,0.0,0.6343939098184658,0.0,0
0.302023997,0.31343283582089554,0.2996992689747234,0.3651749504029214,0.5,0.2,0.0,0.10150302557095452,1.0,0
0.483033932,0.5522388059701493,0.017625193375258617,0.2789374813462315,0.15,0.0,1.0,0.38766347843060706,0.0,1
0.820276623,0.31343283582089554,0.6286993652761146,0.17556488000140452,0.25,0.0,0.0,0.24399765762248682,0.0,1
0.01233397217,0.5223880597014925,0.6155231560999473,0.6974841552695799,0.5,0.8,0.33,0.3231179647342052,0.5,1
0.704091342,0.7313432835820896,0.009089812956433577,0.1474744992011798,0.15,0.0,0.67,0.20495803240288893,0.0,1
0.000879386,0.23880597014925373,0.36454768869902565,0.7022595200056181,0.55,0.4,0.0,0.24399765762248682,0.75,0
0.378389916,0.7164179104477612,0.2022728351703273,1.0,0.7,0.2,0.33,0.7908940074175288,0.25,0
0.682949002,0.4626865671641791,1.0,0.21067785600168543,0.55,0.0,0.0,0.2927971891469842,0.0,0
0.012790073,0.7611940298507462,0.07468823837472006,1.0,0.25,0.0,0.0,0.7319929728674605,0.25,0
0.9999999,0.1791044776119403,0.22068845679031437,0.1292859776330343,0.05,0.0,0.33,0.044919968768299824,0.75,1
0.088824,0.6865671641791045,0.0984754912562765,0.7314735160378518,0.35,0.2,0.33,1.0,0.0,0
0.43042149,0.5074626865671642,0.6076506540404849,0.6039431872048315,0.6,0.6,0.0,0.41967597111067734,0.25,1
0.531692584,0.14925373134328357,0.47127411471732455,0.41433311680331464,0.7,0.2,0.33,0.14395861799726722,0.75,0
0.9999999,0.1044776119402985,0.4040840826245973,0.14185642304113485,0.15,0.0,1.0,0.19715010735896935,0.0,1
0.9999999,0.08955223880597014,0.41108383899629064,0.3300619744026405,0.45,0.0,0.33,0.45871559633027525,0.0,1
0.047072214,0.16417910447761194,0.01682247985441588,0.7022595200056181,0.4,0.0,0.0,0.9759906304899473,0.0,0
0.6812749,0.3880597014925373,0.02509782329294333,0.5851928580206816,0.1,0.0,0.33,0.813292992387273,0.0,1
0.007688819,0.1791044776119403,0.4281913465325823,0.21067785600168543,0.45,0.4,0.0,0.2927971891469842,0.0,0
0.001608626,0.3283582089552239,0.0008101688982640761,0.15758703628926068,0.1,0.0,0.0,0.21901229748194417,0.0,0
0.07009554,0.6567164179104478,0.13952241849184208,0.2535156867220281,0.15,0.2,0.0,0.35233261760687096,0.0,0
0.9999999,0.14925373134328357,0.07706532880901008,0.2949489984023596,0.25,0.0,0.0,0.40991606480577786,0.0,1
0.0,0.3880597014925373,0.9624191665546438,0.08427114240067417,0.3,0.2,0.67,0.023423775131758737,1.0,1
0.9999999,0.14925373134328357,0.0,0.18069137449744552,0.0,0.0,1.0,0.06278059730626585,0.75,1
0.113879794,0.23880597014925373,0.40550398280831806,0.4354009024034832,0.45,0.2,0.0,0.15127854772594182,0.75,0
0.899707737,0.1044776119402985,0.4077703156900166,0.28090380800224724,0.3,0.4,0.0,0.09759906304899472,0.75,1
0.017205521,0.6417910447761194,0.22455045142426805,0.21067785600168543,0.6,0.2,0.0,0.1463985945734921,0.25,0
0.01010369346,0.5223880597014925,0.4366598249880775,0.3803437560350427,0.5,0.2,0.67,0.1761988418244518,0.5,1
0.999333777,0.417910447761194,0.09311480661315319,0.599378500324795,0.25,0.2,0.33,0.83300800312317,0.0,1
0.011938063,0.6417910447761194,0.15767736563219364,1.0,0.55,0.2,0.0,0.7010540698809291,0.25,0
0.986401404,0.4925373134328358,0.4339034961102669,0.1825874752014607,0.45,0.0,0.0,0.2537575639273863,0.0,1
0.62728137,0.6268656716417911,0.40571639649641955,1.0,0.75,0.6,0.0,1.0,0.0,1
0.843371805,0.3582089552238806,0.16911963299286797,0.44326620902754615,0.15,0.2,0.0,0.6160452859652548,0.0,0
0.647252767,0.2537313432835821,0.41386337794272127,0.4354009024034832,0.65,0.2,0.33,0.6051141909037673,0.0,1
0.557113605,0.44776119402985076,0.4490018549128851,0.44769044400358154,0.5,0.2,0.0,0.3110970134686707,0.25,0
0.043380467,0.7313432835820896,0.09344230666532768,1.0,0.65,0.2,0.0,1.0,0.0,0
0.309359655,0.40298507462686567,0.2478821596469719,0.45646868800365176,0.4,0.0,0.0,0.21146463660615522,0.5,0
0.244403853,0.5522388059701493,0.5061393991217092,0.5618076160044945,0.85,0.6,0.0,0.7807925043919578,0.0,0
0.687120922,0.6119402985074627,0.4517882635740072,0.557874962692463,0.5,0.4,0.0,0.7753269568612141,0.0,0
0.164285161,0.4925373134328358,0.4972122476225933,1.0,0.7,0.2,0.33,0.28042162795237163,1.0,1
0.973965774,0.5373134328358209,0.5132074152120983,0.6483962148211871,0.75,0.2,0.67,0.9011321491313683,0.0,1
0.9999999,0.417910447761194,0.011067920656010746,0.24227953440193822,0.0,0.0,1.0,0.11223892250634394,0.5,1
0.726047508,0.7164179104477612,0.4446231711579022,0.2057620393616461,0.6,0.0,0.0,0.28596525473355455,0.0,0
0.01084113633,0.19402985074626866,0.1335328794019525,0.3581523552028652,0.15,0.0,1.0,0.09955104430997462,1.0,1
0.020199192,0.835820895522388,0.19108117234610889,1.0,0.15,0.2,0.0,0.7921627952371657,0.25,0
0.014492512479999999,0.417910447761194,0.14796803700317526,0.2925613160343405,0.15,0.0,0.67,0.40659769666211204,0.0,1
0.757721208,0.5223880597014925,0.40537630196731067,0.7022595200056181,0.35,0.2,0.0,0.48799531524497364,0.25,0
0.081279147,0.4626865671641791,0.18774709082295435,0.28090380800224724,0.4,0.2,0.33,0.09759906304899472,0.75,1
0.0120829476,0.3582089552238806,0.13952218022532778,0.5194613669481557,0.4,0.0,1.0,0.360970134686707,0.25,1
0.920106525,0.14925373134328357,0.1607223989533968,0.07900419600063203,0.2,0.0,1.0,0.10979894593011907,0.0,1
0.751730621,0.40298507462686567,0.2804072503690474,0.11699643603293597,0.65,0.0,0.33,0.05420001301320841,0.5,1
0.889196676,0.208955223880597,0.046220850945686294,0.42135571200337085,0.1,0.0,1.0,0.5855943782939684,0.0,1
0.725659293,0.29850746268656714,0.3931520211712857,0.3350480169946804,0.35,0.2,0.0,0.4656451298067539,0.0,1
0.475003731,0.44776119402985076,0.35143529038740134,0.32830632560262646,0.4,0.2,0.67,0.15209187325135012,0.5,1
0.323280507,0.582089552238806,0.5150316072904961,0.47051387840376413,0.45,0.4,0.0,0.32695686121413237,0.25,1
0.9999999,0.208955223880597,0.007878963447188575,0.21067785600168543,0.0,0.0,1.0,0.2927971891469842,0.0,1
0.0,0.22388059701492538,0.32973164907231417,0.5898979968047192,0.4,0.4,0.33,0.40991606480577786,0.25,0
0.010482930889999999,0.44776119402985076,0.18083219006926904,0.31601678400252814,0.4,0.0,1.0,0.4391957837204763,0.0,1
0.281348051,0.3283582089552239,0.08621114803752136,0.5629312312365035,0.2,0.0,0.0,0.15647081788014836,1.0,0
0.298119267,0.5074626865671642,0.42918223148781587,0.700503871205604,1.0,1.0,0.33,0.4867753269568612,0.25,0
0.90803395,0.3283582089552239,0.11222403387870826,0.1757755578574062,0.2,0.0,0.0,0.2442904548116338,0.0,0
0.010010998900000002,0.22388059701492538,0.46255969247302947,0.38624273600308995,0.6,0.2,0.33,0.536794846769471,0.0,1
0.010654864,0.08955223880597014,0.056067191914580074,0.2949489984023596,0.15,0.0,0.0,0.40991606480577786,0.0,1
0.488401757,0.5671641791044776,0.2958194998406844,0.7678505591741428,0.5,0.4,0.0,0.5335740776888542,0.25,0
0.054648634,0.582089552238806,0.24912317806211778,0.5851928580206816,0.2,0.2,0.0,0.27109766412909103,0.5,0
0.874867561,0.29850746268656714,1.0,0.10533892800084271,0.25,0.2,0.0,0.1463985945734921,0.0,0
0.030697438,0.34328358208955223,0.21465175275297385,0.7491002299899928,0.3,0.2,0.0,0.2602723013859067,0.75,0
0.820257489,0.7761194029850746,0.5350473349698203,0.30716831405045736,0.45,0.4,1.0,0.42689830177630295,0.0,1
0.0,0.4925373134328358,0.4381579566169426,0.5266946400042135,0.25,0.2,0.33,0.7319929728674605,0.0,1
0.006420884,0.5373134328358209,0.2125989394070158,0.48146912691585175,1.0,0.2,0.67,0.22304639208796925,0.5,1
0.926720168,0.4626865671641791,0.5034702257703599,0.4354009024034832,0.45,0.2,0.0,0.20170473030125577,0.5,1
0.395038626,0.6716417910447762,0.5636489064606397,0.21067785600168543,0.4,0.2,0.67,0.058559437829396835,1.0,1
0.059390736,0.8208955223880597,0.2174888385190977,0.6861777769974894,0.5,0.4,0.0,0.9536404450517275,0.0,0
0.109538131,0.26865671641791045,0.30461246545918635,0.21650661001773205,1.0,0.4,0.33,0.30089791138005073,0.0,1
0.004316443,0.5522388059701493,0.019700325563943497,0.37922014080303373,0.3,0.0,0.0,0.5270349404645716,0.0,0
0.0101173136,0.22388059701492538,0.4766670526436419,0.564125072420513,0.5,0.2,0.67,0.39200663673628733,0.25,1
0.822650536,0.29850746268656714,0.7779910373347406,0.5266946400042135,0.45,0.4,0.0,0.36599648643373023,0.25,1
0.115414737,0.43283582089552236,0.6897123179780003,0.21067785600168543,0.85,0.0,0.33,0.2927971891469842,0.0,1
0.89010697,0.373134328358209,0.8970109469302614,0.2728278235221826,0.6,0.6,0.67,0.09479308998633613,0.75,1
0.0,0.746268656716418,0.03878874179547688,0.21067785600168543,0.45,0.0,1.0,0.2927971891469842,0.0,1
0.745564404,0.5522388059701493,0.7406109899214981,0.8602679120068821,0.75,0.8,0.33,1.0,0.0,0
0.256874199,0.4925373134328358,1.0,0.17556488000140452,0.5,0.2,0.33,0.24399765762248682,0.0,0
0.0,0.208955223880597,0.0,0.3803437560350427,0.05,0.0,0.0,0.2642982627366777,0.25,1
0.276482345,0.5373134328358209,1.0,0.0,0.2,0.2,1.0,0.0,0.0,1
0.496167093,0.1044776119402985,0.35857773748109,0.16734844361733878,0.4,0.0,0.67,0.11628928362287722,0.25,1
0.28377713,0.208955223880597,0.466324799030002,0.31601678400252814,0.3,0.2,0.0,0.4391957837204763,0.0,0
0.9999999,0.417910447761194,0.25284081774613265,0.36138274899489103,0.15,0.4,1.0,0.10044895569002538,1.0,1
0.9999999,0.1791044776119403,0.6730846555567791,0.14045190400112362,0.3,0.0,0.33,0.04879953152449736,0.75,1
0.963356688,0.3880597014925373,0.7589119253196499,0.3691076037149529,0.85,0.4,0.0,0.25649033769275814,0.25,1
0.09393331,0.3880597014925373,0.18921833744051092,0.6790147298934321,0.35,0.2,0.0,0.23592133515518252,0.75,0
0.003542756,0.8955223880597015,0.00025980780792503625,0.7373724960058989,0.3,0.0,0.0,1.0,0.0,0
0.9999999,0.417910447761194,0.36135070318185075,0.28553872083428433,0.25,0.2,0.0,0.39683779035721256,0.0,0
0.326997203,0.5522388059701493,0.32364998359807307,0.5437595463403501,0.95,0.2,0.0,0.7557095451883662,0.0,0
